,,,,,,,,,,,,,,,,,0,0,0,1,2,3,3,6,6,8,8,8,8,8,8,8,
,,,,,,,,,,,,,,,,,RECEIVER,RECEIVER,RECEIVER,TEMPERATURE SENSOR,RPM SENSOR,ALTITUDE SENSOR,ALTITUDE SENSOR,VOLTAGE SENSOR,VOLTAGE SENSOR,GPS,GPS,GPS,GPS,GPS,GPS,GPS,
TIME,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,BATTERY,EXTERNAL BATTERY,STATUS,TEMPERATURE,ROTATION,ALTITUDE,VARIOMETER,BATTERY,EXT. BATT.,DISTANCE,SPEED,ALTITUDE,VARIOMETER,LATITUDE,LONGITUDE,TIME(UTC),
63550,6,-6,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  159, 50,   88,-128,N 33:26.5667,W111:35.4318,19:22:03,
63600,6,-7,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  159, 50,   88,-128,N 33:26.5667,W111:35.4318,19:22:03,
63660,6,-9,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  159, 50,   88,-128,N 33:26.5667,W111:35.4318,19:22:03,
63720,6,-8,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  133, 89,   75, -73,N 33:26.5734,W111:35.4121,19:22:03,
63780,6,-6,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  123, 89,   75, -73,N 33:26.5734,W111:35.4121,19:22:03,
63840,5,-6,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  123, 89,   75, -73,N 33:26.5734,W111:35.4121,19:22:03,
63890,3,-8,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  123, 89,   75, -73,N 33:26.5734,W111:35.4121,19:22:03,
63950,1,-10,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  123, 89,   75, -73,N 33:26.5734,W111:35.4121,19:22:03,
64010,-1,-10,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  123, 89,   75, -73,N 33:26.5734,W111:35.4121,19:22:03,
64070,-1,-8,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  123, 89,   75, -73,N 33:26.5734,W111:35.4121,19:22:03,
64130,-2,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  123, 89,   75, -73,N 33:26.5734,W111:35.4121,19:22:03,
64200,-10,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  123, 89,   75, -73,N 33:26.5734,W111:35.4121,19:22:03,
64250,-18,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  123, 89,   75, -73,N 33:26.5734,W111:35.4121,19:22:03,
64320,-23,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  123, 89,   75, -73,N 33:26.5734,W111:35.4121,19:22:03,
64380,-28,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  123, 89,   75, -73,N 33:26.5734,W111:35.4121,19:22:03,
64440,-30,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  123, 89,   75, -73,N 33:26.5734,W111:35.4121,19:22:03,
64510,-31,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  123, 89,   75, -73,N 33:26.5734,W111:35.4121,19:22:03,
64560,-32,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  123, 89,   75, -73,N 33:26.5734,W111:35.4121,19:22:03,
64630,-33,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  123, 89,   75, -73,N 33:26.5734,W111:35.4121,19:22:03,
64690,-32,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   83,103,   72, -18,N 33:26.5922,W111:35.3707,19:22:05,
64750,-31,-3,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   79,103,   72, -18,N 33:26.5922,W111:35.3707,19:22:05,
64810,-29,-4,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   79,103,   72, -18,N 33:26.5922,W111:35.3707,19:22:05,
64870,-27,-6,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   79,103,   72, -18,N 33:26.5922,W111:35.3707,19:22:05,
64930,-23,-9,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   79,103,   72, -18,N 33:26.5922,W111:35.3707,19:22:05,
64990,-19,-12,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   79,103,   72, -18,N 33:26.5922,W111:35.3707,19:22:05,
65060,-17,-15,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   79,103,   72, -18,N 33:26.5922,W111:35.3707,19:22:05,
65120,-11,-16,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   79,103,   72, -18,N 33:26.5922,W111:35.3707,19:22:05,
65190,-5,-16,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   79,103,   72, -18,N 33:26.5922,W111:35.3707,19:22:05,
65260,4,-16,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   79,103,   72, -18,N 33:26.5922,W111:35.3707,19:22:05,
65330,4,-20,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   79,103,   72, -18,N 33:26.5922,W111:35.3707,19:22:05,
65400,5,-21,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   79,103,   72, -18,N 33:26.5922,W111:35.3707,19:22:05,
65460,6,-22,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   79,103,   72, -18,N 33:26.5922,W111:35.3707,19:22:05,
65530,6,-23,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   79,103,   72, -18,N 33:26.5922,W111:35.3707,19:22:05,
65590,6,-22,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   79,103,   72, -18,N 33:26.5922,W111:35.3707,19:22:05,
65660,8,-21,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   91,100,   78, +36,N 33:26.6040,W111:35.3388,19:22:06,
65720,6,-21,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   97,100,   78, +36,N 33:26.6040,W111:35.3388,19:22:06,
65790,6,-21,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   97,100,   78, +36,N 33:26.6040,W111:35.3388,19:22:06,
65850,6,-21,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   97,100,   78, +36,N 33:26.6040,W111:35.3388,19:22:06,
65900,6,-22,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   97,100,   78, +36,N 33:26.6040,W111:35.3388,19:22:06,
65950,6,-22,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   97,100,   78, +36,N 33:26.6040,W111:35.3388,19:22:06,
66010,6,-22,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   97,100,   78, +36,N 33:26.6040,W111:35.3388,19:22:06,
66070,6,-22,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   97,100,   78, +36,N 33:26.6040,W111:35.3388,19:22:06,
66120,6,-23,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   97,100,   78, +36,N 33:26.6040,W111:35.3388,19:22:06,
66180,7,-23,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   97,100,   78, +36,N 33:26.6040,W111:35.3388,19:22:06,
66230,7,-23,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   97,100,   78, +36,N 33:26.6040,W111:35.3388,19:22:06,
66290,7,-24,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   97,100,   78, +36,N 33:26.6040,W111:35.3388,19:22:06,
66350,6,-25,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   97,100,   78, +36,N 33:26.6040,W111:35.3388,19:22:06,
66410,6,-24,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   97,100,   78, +36,N 33:26.6040,W111:35.3388,19:22:06,
66470,6,-23,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   97,100,   78, +36,N 33:26.6040,W111:35.3388,19:22:06,
66520,6,-23,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   97,100,   78, +36,N 33:26.6040,W111:35.3388,19:22:06,
66580,6,-22,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,   97,100,   78, +36,N 33:26.6040,W111:35.3388,19:22:06,
66640,6,-21,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  130, 93,   98,+109,N 33:26.6239,W111:35.3187,19:22:07,
66700,6,-21,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  145, 93,   98,+109,N 33:26.6239,W111:35.3187,19:22:07,
66760,6,-20,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  145, 93,   98,+109,N 33:26.6239,W111:35.3187,19:22:07,
66810,6,-20,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  145, 93,   98,+109,N 33:26.6239,W111:35.3187,19:22:07,
66870,6,-19,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  145, 93,   98,+109,N 33:26.6239,W111:35.3187,19:22:07,
66930,6,-19,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  145, 93,   98,+109,N 33:26.6239,W111:35.3187,19:22:07,
66990,6,-18,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  145, 93,   98,+109,N 33:26.6239,W111:35.3187,19:22:07,
67050,6,-17,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  145, 93,   98,+109,N 33:26.6239,W111:35.3187,19:22:07,
67110,6,-17,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  145, 93,   98,+109,N 33:26.6239,W111:35.3187,19:22:07,
67170,6,-17,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  145, 93,   98,+109,N 33:26.6239,W111:35.3187,19:22:07,
67230,6,-17,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  145, 93,   98,+109,N 33:26.6239,W111:35.3187,19:22:07,
67300,6,-17,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  145, 93,   98,+109,N 33:26.6239,W111:35.3187,19:22:07,
67350,8,-17,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  145, 93,   98,+109,N 33:26.6239,W111:35.3187,19:22:07,
67420,9,-17,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  145, 93,   98,+109,N 33:26.6239,W111:35.3187,19:22:07,
67490,10,-17,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  145, 93,   98,+109,N 33:26.6239,W111:35.3187,19:22:07,
67560,12,-17,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  145, 93,   98,+109,N 33:26.6239,W111:35.3187,19:22:07,
67620,13,-16,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  145, 93,   98,+109,N 33:26.6239,W111:35.3187,19:22:07,
67680,14,-16,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  166, 71,  111, +73,N 33:26.6447,W111:35.3225,19:22:08,
67740,15,-15,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  176, 71,  111, +73,N 33:26.6447,W111:35.3225,19:22:08,
67800,16,-15,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  176, 71,  111, +73,N 33:26.6447,W111:35.3225,19:22:08,
67860,21,-14,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  176, 71,  111, +73,N 33:26.6447,W111:35.3225,19:22:08,
67920,26,-13,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  176, 71,  111, +73,N 33:26.6447,W111:35.3225,19:22:08,
67990,26,-13,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  176, 71,  111, +73,N 33:26.6447,W111:35.3225,19:22:08,
68050,24,-13,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  176, 71,  111, +73,N 33:26.6447,W111:35.3225,19:22:08,
68110,21,-11,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  176, 71,  111, +73,N 33:26.6447,W111:35.3225,19:22:08,
68170,18,-10,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  176, 71,  111, +73,N 33:26.6447,W111:35.3225,19:22:08,
68240,21,-9,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  176, 71,  111, +73,N 33:26.6447,W111:35.3225,19:22:08,
68310,21,-9,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  176, 71,  111, +73,N 33:26.6447,W111:35.3225,19:22:08,
68370,18,-9,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  176, 71,  111, +73,N 33:26.6447,W111:35.3225,19:22:08,
68440,6,-6,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  176, 71,  111, +73,N 33:26.6447,W111:35.3225,19:22:08,
68500,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  176, 71,  111, +73,N 33:26.6447,W111:35.3225,19:22:08,
68560,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  176, 71,  111, +73,N 33:26.6447,W111:35.3225,19:22:08,
68620,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  178, 55,  111,   0,N 33:26.6501,W111:35.3305,19:22:09,
68690,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  178, 55,  111,   0,N 33:26.6501,W111:35.3305,19:22:09,
68750,10,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  178, 55,  111,   0,N 33:26.6501,W111:35.3305,19:22:09,
68810,24,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  178, 55,  111,   0,N 33:26.6501,W111:35.3305,19:22:09,
68870,32,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  178, 55,  111,   0,N 33:26.6501,W111:35.3305,19:22:09,
68930,35,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  178, 55,  111,   0,N 33:26.6501,W111:35.3305,19:22:09,
68980,36,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  178, 55,  111,   0,N 33:26.6501,W111:35.3305,19:22:09,
69040,38,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  178, 55,  111,   0,N 33:26.6501,W111:35.3305,19:22:09,
69090,39,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  178, 55,  111,   0,N 33:26.6501,W111:35.3305,19:22:09,
69150,39,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  178, 55,  111,   0,N 33:26.6501,W111:35.3305,19:22:09,
69210,35,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  178, 55,  111,   0,N 33:26.6501,W111:35.3305,19:22:09,
69270,33,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  178, 55,  111,   0,N 33:26.6501,W111:35.3305,19:22:09,
69320,32,-1,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  178, 55,  111,   0,N 33:26.6501,W111:35.3305,19:22:09,
69380,31,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  178, 55,  111,   0,N 33:26.6501,W111:35.3305,19:22:09,
69440,29,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  178, 55,  111,   0,N 33:26.6501,W111:35.3305,19:22:09,
69500,27,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  178, 55,  111,   0,N 33:26.6501,W111:35.3305,19:22:09,
69550,22,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  178, 55,  111,   0,N 33:26.6501,W111:35.3305,19:22:09,
69620,15,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  167, 86,  101, -54,N 33:26.6467,W111:35.3467,19:22:09,
69680,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  159, 86,  101, -54,N 33:26.6467,W111:35.3467,19:22:09,
69740,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  159, 86,  101, -54,N 33:26.6467,W111:35.3467,19:22:09,
69800,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  159, 86,  101, -54,N 33:26.6467,W111:35.3467,19:22:09,
69860,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  159, 86,  101, -54,N 33:26.6467,W111:35.3467,19:22:09,
69920,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  159, 86,  101, -54,N 33:26.6467,W111:35.3467,19:22:09,
69980,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  159, 86,  101, -54,N 33:26.6467,W111:35.3467,19:22:09,
70040,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  159, 86,  101, -54,N 33:26.6467,W111:35.3467,19:22:09,
70100,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  159, 86,  101, -54,N 33:26.6467,W111:35.3467,19:22:09,
70160,6,-3,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  159, 86,  101, -54,N 33:26.6467,W111:35.3467,19:22:09,
70220,10,-3,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  159, 86,  101, -54,N 33:26.6467,W111:35.3467,19:22:09,
70280,11,-3,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  159, 86,  101, -54,N 33:26.6467,W111:35.3467,19:22:09,
70350,11,-3,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  159, 86,  101, -54,N 33:26.6467,W111:35.3467,19:22:09,
70400,13,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  159, 86,  101, -54,N 33:26.6467,W111:35.3467,19:22:09,
70470,6,-4,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  159, 86,  101, -54,N 33:26.6467,W111:35.3467,19:22:09,
70530,6,-4,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  159, 86,  101, -54,N 33:26.6467,W111:35.3467,19:22:09,
70590,6,-5,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  159, 86,  101, -54,N 33:26.6467,W111:35.3467,19:22:09,
70650,6,-7,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  147, 95,   95, -36,N 33:26.6385,W111:35.3762,19:22:11,
70700,6,-8,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  143, 95,   95, -36,N 33:26.6385,W111:35.3762,19:22:11,
70770,6,-8,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  143, 95,   95, -36,N 33:26.6385,W111:35.3762,19:22:11,
70830,6,-7,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  143, 95,   95, -36,N 33:26.6385,W111:35.3762,19:22:11,
70890,6,-5,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  143, 95,   95, -36,N 33:26.6385,W111:35.3762,19:22:11,
70950,6,-5,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  143, 95,   95, -36,N 33:26.6385,W111:35.3762,19:22:11,
71020,6,-5,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  143, 95,   95, -36,N 33:26.6385,W111:35.3762,19:22:11,
71080,6,-4,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  143, 95,   95, -36,N 33:26.6385,W111:35.3762,19:22:11,
71150,1,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  143, 95,   95, -36,N 33:26.6385,W111:35.3762,19:22:11,
71210,-2,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  143, 95,   95, -36,N 33:26.6385,W111:35.3762,19:22:11,
71270,-10,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  143, 95,   95, -36,N 33:26.6385,W111:35.3762,19:22:11,
71340,-10,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  143, 95,   95, -36,N 33:26.6385,W111:35.3762,19:22:11,
71400,-11,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  143, 95,   95, -36,N 33:26.6385,W111:35.3762,19:22:11,
71470,-3,-1,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  143, 95,   95, -36,N 33:26.6385,W111:35.3762,19:22:11,
71530,3,0,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  143, 95,   95, -36,N 33:26.6385,W111:35.3762,19:22:11,
71600,0,0,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  144, 95,   91, -36,N 33:26.6321,W111:35.3963,19:22:11,
71660,-2,0,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  142, 95,   91, -36,N 33:26.6321,W111:35.3963,19:22:11,
