,,,,,,,,,,,,,,,,,0,0,0,1,2,3,3,6,6,8,8,8,8,8,8,8,
,,,,,,,,,,,,,,,,,RECEIVER,RECEIVER,RECEIVER,TEMPERATURE SENSOR,RPM SENSOR,ALTITUDE SENSOR,ALTITUDE SENSOR,VOLTAGE SENSOR,VOLTAGE SENSOR,GPS,GPS,GPS,GPS,GPS,GPS,GPS,
TIME,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,BATTERY,EXTERNAL BATTERY,STATUS,TEMPERATURE,ROTATION,ALTITUDE,VARIOMETER,BATTERY,EXT. BATT.,DISTANCE,SPEED,ALTITUDE,VARIOMETER,LATITUDE,LONGITUDE,TIME(UTC),
7090,6,-5,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  278, 65,  183, +36,N 33:26.5850,W111:35.4768,19:21:06,
7150,6,-5,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  278, 65,  183, +36,N 33:26.5850,W111:35.4768,19:21:06,
7220,6,-5,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  278, 65,  183, +36,N 33:26.5850,W111:35.4768,19:21:06,
7280,6,-5,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  278, 65,  183, +36,N 33:26.5850,W111:35.4768,19:21:06,
7340,6,-3,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  278, 65,  183, +36,N 33:26.5850,W111:35.4768,19:21:06,
7400,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  278, 65,  183, +36,N 33:26.5850,W111:35.4768,19:21:06,
7470,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  278, 65,  183, +36,N 33:26.5850,W111:35.4768,19:21:06,
7530,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  278, 65,  183, +36,N 33:26.5850,W111:35.4768,19:21:06,
7590,17,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  278, 65,  183, +36,N 33:26.5850,W111:35.4768,19:21:06,
7650,21,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  278, 65,  183, +36,N 33:26.5850,W111:35.4768,19:21:06,
7710,17,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  278, 65,  183, +36,N 33:26.5850,W111:35.4768,19:21:06,
7780,10,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  278, 65,  183, +36,N 33:26.5850,W111:35.4768,19:21:06,
7840,7,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  278, 65,  183, +36,N 33:26.5850,W111:35.4768,19:21:06,
7910,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  278, 65,  183, +36,N 33:26.5850,W111:35.4768,19:21:06,
7970,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  278, 65,  183, +36,N 33:26.5850,W111:35.4768,19:21:06,
8040,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  278, 65,  183, +36,N 33:26.5850,W111:35.4768,19:21:06,
8110,4,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  278, 65,  183, +36,N 33:26.5850,W111:35.4768,19:21:06,
8170,0,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  278, 65,  183, +36,N 33:26.5850,W111:35.4768,19:21:06,
8230,0,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  256,105,  131,-164,N 33:26.5591,W111:35.4494,19:21:08,
8280,5,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  215,105,  131,-164,N 33:26.5591,W111:35.4494,19:21:08,
8340,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  215,105,  131,-164,N 33:26.5591,W111:35.4494,19:21:08,
8390,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  215,105,  131,-164,N 33:26.5591,W111:35.4494,19:21:08,
8450,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  215,105,  131,-164,N 33:26.5591,W111:35.4494,19:21:08,
8500,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  215,105,  131,-164,N 33:26.5591,W111:35.4494,19:21:08,
8560,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  215,105,  131,-164,N 33:26.5591,W111:35.4494,19:21:08,
8620,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  215,105,  131,-164,N 33:26.5591,W111:35.4494,19:21:08,
8670,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  215,105,  131,-164,N 33:26.5591,W111:35.4494,19:21:08,
8730,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  215,105,  131,-164,N 33:26.5591,W111:35.4494,19:21:08,
8790,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  215,105,  131,-164,N 33:26.5591,W111:35.4494,19:21:08,
8850,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  215,105,  131,-164,N 33:26.5591,W111:35.4494,19:21:08,
8900,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  215,105,  131,-164,N 33:26.5591,W111:35.4494,19:21:08,
8960,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  215,105,  131,-164,N 33:26.5591,W111:35.4494,19:21:08,
9020,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  215,105,  131,-164,N 33:26.5591,W111:35.4494,19:21:08,
9080,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  215,105,  131,-164,N 33:26.5591,W111:35.4494,19:21:08,
9140,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  215,105,  131,-164,N 33:26.5591,W111:35.4494,19:21:08,
9200,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  215,105,  131,-164,N 33:26.5591,W111:35.4494,19:21:08,
9280,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  172,118,  114, -73,N 33:26.5698,W111:35.4135,19:21:09,
9330,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  158,118,  114, -73,N 33:26.5698,W111:35.4135,19:21:09,
9400,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  158,118,  114, -73,N 33:26.5698,W111:35.4135,19:21:09,
9450,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  158,118,  114, -73,N 33:26.5698,W111:35.4135,19:21:09,
9510,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  158,118,  114, -73,N 33:26.5698,W111:35.4135,19:21:09,
9570,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  158,118,  114, -73,N 33:26.5698,W111:35.4135,19:21:09,
9630,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  158,118,  114, -73,N 33:26.5698,W111:35.4135,19:21:09,
9690,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  158,118,  114, -73,N 33:26.5698,W111:35.4135,19:21:09,
9750,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  158,118,  114, -73,N 33:26.5698,W111:35.4135,19:21:09,
9810,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  158,118,  114, -73,N 33:26.5698,W111:35.4135,19:21:09,
9870,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  158,118,  114, -73,N 33:26.5698,W111:35.4135,19:21:09,
9930,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  158,118,  114, -73,N 33:26.5698,W111:35.4135,19:21:09,
10000,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  158,118,  114, -73,N 33:26.5698,W111:35.4135,19:21:09,
10060,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  158,118,  114, -73,N 33:26.5698,W111:35.4135,19:21:09,
10120,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  158,118,  114, -73,N 33:26.5698,W111:35.4135,19:21:09,
10180,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  158,118,  114, -73,N 33:26.5698,W111:35.4135,19:21:09,
10250,6,-3,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  158,118,  114, -73,N 33:26.5698,W111:35.4135,19:21:09,
10310,6,-3,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  158,118,  114, -73,N 33:26.5698,W111:35.4135,19:21:09,
10370,6,-3,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  158,118,  114, -73,N 33:26.5698,W111:35.4135,19:21:09,
10430,6,-3,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  158,118,  114, -73,N 33:26.5698,W111:35.4135,19:21:09,
10490,6,-3,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  158,118,  114, -73,N 33:26.5698,W111:35.4135,19:21:09,
10560,5,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  158,118,  114, -73,N 33:26.5698,W111:35.4135,19:21:09,
10620,4,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  158,118,  114, -73,N 33:26.5698,W111:35.4135,19:21:09,
10680,1,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  158,118,  114, -73,N 33:26.5698,W111:35.4135,19:21:09,
10740,-3,-3,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  158,118,  114, -73,N 33:26.5698,W111:35.4135,19:21:09,
10810,-14,-4,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  158,118,  114, -73,N 33:26.5698,W111:35.4135,19:21:09,
10870,-21,-4,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  158,118,  114, -73,N 33:26.5698,W111:35.4135,19:21:09,
10940,-25,-5,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  158,118,  114, -73,N 33:26.5698,W111:35.4135,19:21:09,
11010,-26,-4,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  158,118,  114, -73,N 33:26.5698,W111:35.4135,19:21:09,
11070,-27,-5,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  158,118,  114, -73,N 33:26.5698,W111:35.4135,19:21:09,
11140,-26,-6,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  158,118,  114, -73,N 33:26.5698,W111:35.4135,19:21:09,
11200,-25,-7,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  158,118,  114, -73,N 33:26.5698,W111:35.4135,19:21:09,
11260,-22,-8,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  158,118,  114, -73,N 33:26.5698,W111:35.4135,19:21:09,
11320,-20,-9,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  158,118,  114, -73,N 33:26.5698,W111:35.4135,19:21:09,
11370,-14,-9,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  158,118,  114, -73,N 33:26.5698,W111:35.4135,19:21:09,
11420,-8,-10,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  158,118,  114, -73,N 33:26.5698,W111:35.4135,19:21:09,
11470,-6,-12,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  158,118,  114, -73,N 33:26.5698,W111:35.4135,19:21:09,
11550,-7,-17,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  158,118,  114, -73,N 33:26.5698,W111:35.4135,19:21:09,
11600,0,-17,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  158,118,  114, -73,N 33:26.5698,W111:35.4135,19:21:09,
11660,6,-17,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  158,118,  114, -73,N 33:26.5698,W111:35.4135,19:21:09,
11720,6,-17,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  158,118,  114, -73,N 33:26.5698,W111:35.4135,19:21:09,
11780,6,-18,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  158,118,  114, -73,N 33:26.5698,W111:35.4135,19:21:09,
11830,6,-18,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  158,118,  114, -73,N 33:26.5698,W111:35.4135,19:21:09,
11890,6,-19,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  158,118,  114, -73,N 33:26.5698,W111:35.4135,19:21:09,
11950,6,-19,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  158,118,  114, -73,N 33:26.5698,W111:35.4135,19:21:09,
12010,6,-20,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  158,118,  114, -73,N 33:26.5698,W111:35.4135,19:21:09,
12070,6,-21,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  158,118,  114, -73,N 33:26.5698,W111:35.4135,19:21:09,
12130,6,-22,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  158,118,  114, -73,N 33:26.5698,W111:35.4135,19:21:09,
12190,6,-22,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  158,113,  118, +54,N 33:26.6106,W111:35.3093,19:21:12,
12240,7,-22,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  161,113,  118, +54,N 33:26.6106,W111:35.3093,19:21:12,
12310,8,-21,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  161,113,  118, +54,N 33:26.6106,W111:35.3093,19:21:12,
12360,8,-21,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  161,113,  118, +54,N 33:26.6106,W111:35.3093,19:21:12,
12420,9,-21,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  161,113,  118, +54,N 33:26.6106,W111:35.3093,19:21:12,
12480,9,-21,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  161,113,  118, +54,N 33:26.6106,W111:35.3093,19:21:12,
12540,8,-21,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  161,113,  118, +54,N 33:26.6106,W111:35.3093,19:21:12,
12600,6,-22,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  161,113,  118, +54,N 33:26.6106,W111:35.3093,19:21:12,
12660,6,-22,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  161,113,  118, +54,N 33:26.6106,W111:35.3093,19:21:12,
12720,6,-22,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  161,113,  118, +54,N 33:26.6106,W111:35.3093,19:21:12,
12780,6,-22,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  161,113,  118, +54,N 33:26.6106,W111:35.3093,19:21:12,
12840,6,-22,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  161,113,  118, +54,N 33:26.6106,W111:35.3093,19:21:12,
12910,6,-22,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  161,113,  118, +54,N 33:26.6106,W111:35.3093,19:21:12,
12970,6,-21,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  161,113,  118, +54,N 33:26.6106,W111:35.3093,19:21:12,
13030,6,-21,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  161,113,  118, +54,N 33:26.6106,W111:35.3093,19:21:12,
13090,8,-21,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  161,113,  118, +54,N 33:26.6106,W111:35.3093,19:21:12,
13150,9,-21,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  161,113,  118, +54,N 33:26.6106,W111:35.3093,19:21:12,
13210,10,-21,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  193, 83,  134, +73,N 33:26.6288,W111:35.2890,19:21:13,
13280,10,-20,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  206, 83,  134, +73,N 33:26.6288,W111:35.2890,19:21:13,
13340,10,-20,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  206, 83,  134, +73,N 33:26.6288,W111:35.2890,19:21:13,
13390,10,-21,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  206, 83,  134, +73,N 33:26.6288,W111:35.2890,19:21:13,
13460,9,-20,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  206, 83,  134, +73,N 33:26.6288,W111:35.2890,19:21:13,
13520,9,-20,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  206, 83,  134, +73,N 33:26.6288,W111:35.2890,19:21:13,
13590,9,-19,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  206, 83,  134, +73,N 33:26.6288,W111:35.2890,19:21:13,
13650,10,-19,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  206, 83,  134, +73,N 33:26.6288,W111:35.2890,19:21:13,
13710,16,-18,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  206, 83,  134, +73,N 33:26.6288,W111:35.2890,19:21:13,
13790,22,-17,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  206, 83,  134, +73,N 33:26.6288,W111:35.2890,19:21:13,
13860,20,-16,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  206, 83,  134, +73,N 33:26.6288,W111:35.2890,19:21:13,
13930,18,-16,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  206, 83,  134, +73,N 33:26.6288,W111:35.2890,19:21:13,
13990,18,-16,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  206, 83,  134, +73,N 33:26.6288,W111:35.2890,19:21:13,
14050,18,-16,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  206, 83,  134, +73,N 33:26.6288,W111:35.2890,19:21:13,
14120,14,-16,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  206, 83,  134, +73,N 33:26.6288,W111:35.2890,19:21:13,
14190,11,-14,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  220, 67,  137, +36,N 33:26.6496,W111:35.2930,19:21:14,
14250,14,-13,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  224, 67,  137, +36,N 33:26.6496,W111:35.2930,19:21:14,
14310,25,-10,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  224, 67,  137, +36,N 33:26.6496,W111:35.2930,19:21:14,
14360,31,-8,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  224, 67,  137, +36,N 33:26.6496,W111:35.2930,19:21:14,
14410,33,-6,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  224, 67,  137, +36,N 33:26.6496,W111:35.2930,19:21:14,
14470,35,-5,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  224, 67,  137, +36,N 33:26.6496,W111:35.2930,19:21:14,
14520,36,-4,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  224, 67,  137, +36,N 33:26.6496,W111:35.2930,19:21:14,
14580,36,-3,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  224, 67,  137, +36,N 33:26.6496,W111:35.2930,19:21:14,
14630,30,-4,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  224, 67,  137, +36,N 33:26.6496,W111:35.2930,19:21:14,
14690,27,-4,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  224, 67,  137, +36,N 33:26.6496,W111:35.2930,19:21:14,
14750,29,-3,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  224, 67,  137, +36,N 33:26.6496,W111:35.2930,19:21:14,
14810,30,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  224, 67,  137, +36,N 33:26.6496,W111:35.2930,19:21:14,
14870,26,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  224, 67,  137, +36,N 33:26.6496,W111:35.2930,19:21:14,
14920,23,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  224, 67,  137, +36,N 33:26.6496,W111:35.2930,19:21:14,
14980,19,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  224, 67,  137, +36,N 33:26.6496,W111:35.2930,19:21:14,
15040,20,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  224, 67,  137, +36,N 33:26.6496,W111:35.2930,19:21:14,
15100,17,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  224, 67,  137, +36,N 33:26.6496,W111:35.2930,19:21:14,
15160,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  223, 67,  128, -54,N 33:26.6592,W111:35.3075,19:21:15,
15220,6,-2,70,2,-100,-100,0,0,0,0,0,0,-136,-136,0,0,  5.0,  0.0,3,---,     0,---,---,---,---,  216, 67,  128, -54,N 33:26.6592,W111:35.3075,19:21:15,
